Customer_ID,Last_Order,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Customer_Name,Gender,Age,Region,Customer_Type
CUST00975,2024-03-03,11,551213.5,303,1,4,4,9,At Risk,Deepak Patel,Male,19,East,New
CUST00976,2024-11-18,8,523988.0,43,3,2,4,9,At Risk,Arjun Reddy,Male,29,East,New
CUST00977,2024-11-27,16,463741.0,34,4,5,4,13,Champions,Pari Chatterjee,Female,39,Central,Returning
CUST00978,2024-10-27,11,272672.5,65,3,4,2,9,At Risk,Kiran Das,Male,54,West,New
CUST00979,2024-12-27,12,630655.0,4,5,4,5,14,Champions,Amit Kumar,Male,37,North,Returning
CUST00980,2024-06-14,11,488718.0,200,1,4,4,9,At Risk,Meera Agarwal,Female,56,North,New
CUST00981,2024-10-15,7,27386.0,77,2,1,1,4,Hibernating,Sai Kumar,Male,41,South,Returning
CUST00982,2024-03-15,9,96136.5,291,1,2,1,4,Hibernating,Kavya Das,Female,37,East,Returning
CUST00983,2024-12-30,9,468300.0,1,5,2,4,11,Loyal Customers,Vivaan Singh,Male,18,North,New
CUST00984,2024-11-15,12,667083.0,46,3,4,5,12,Loyal Customers,Rahul Kumar,Male,18,North,Returning
CUST00985,2024-11-06,18,272457.0,55,3,5,2,10,Loyal Customers,Riya Gupta,Female,34,North,Returning
CUST00986,2024-11-06,8,150667.0,55,3,2,1,6,Hibernating,Sai Reddy,Male,18,East,Returning
CUST00987,2024-12-29,11,543592.0,2,5,4,4,13,Champions,Ishita Pillai,Female,62,North,Returning
CUST00988,2024-10-09,17,610586.0,83,2,5,4,11,Loyal Customers,Rahul Iyer,Male,47,West,Returning
CUST00989,2024-11-15,14,476200.5,46,3,5,4,12,Loyal Customers,Aditya Nair,Male,58,South,Returning
CUST00990,2024-11-24,12,307060.5,37,4,4,3,11,Loyal Customers,Mahi Shah,Female,64,West,Returning
CUST00991,2023-10-17,5,35828.0,441,1,1,1,3,Lost,Pooja Kumar,Female,20,West,New
CUST00992,2024-10-20,10,324423.0,72,2,3,3,8,At Risk,Riya Jain,Female,63,West,New
CUST00993,2024-09-22,11,321223.0,100,2,4,3,9,At Risk,Prateek Patel,Male,28,West,Returning
CUST00994,2024-12-07,9,524314.0,24,4,2,4,10,Loyal Customers,Sonal Gupta,Female,41,North,Returning
CUST00995,2024-10-01,8,183108.0,91,2,2,2,6,Hibernating,Deepak Agarwal,Male,39,West,Returning
CUST00996,2024-11-02,12,207495.0,59,3,4,2,9,At Risk,Arjun Gupta,Male,61,West,Returning
CUST00997,2024-10-30,8,97493.0,62,3,2,1,6,Hibernating,Simran Jain,Female,62,South,Returning
CUST00998,2024-12-14,8,47018.0,17,5,2,1,8,At Risk,Rohit Agarwal,Male,43,Central,Returning
CUST00999,2023-11-09,6,37423.0,418,1,1,1,3,Lost,Ananya Sharma,Female,30,North,Returning
CUST01000,2024-12-11,6,509644.0,20,4,1,4,9,At Risk,Aditya Verma,Male,18,North,Returning
CUST01001,2024-12-18,5,202654.0,13,5,1,2,8,At Risk,Deepak Nair,Male,41,Central,Returning
CUST01002,2024-07-15,7,106138.0,169,1,1,1,3,Lost,Reyansh Agarwal,Male,27,North,New
CUST01003,2024-10-26,10,664176.0,66,3,3,5,11,Loyal Customers,Kavya Jain,Female,52,North,New
CUST01004,2024-11-20,4,124870.0,41,3,1,1,5,Hibernating,Aadhya Bose,Female,41,East,Returning
CUST01005,2024-12-23,11,527159.0,8,5,4,4,13,Champions,Meera Iyer,Female,45,North,Returning
CUST01006,2024-12-21,7,84236.0,10,5,1,1,7,At Risk,Riya Bose,Female,53,East,New
CUST01007,2024-10-08,12,761240.0,84,2,4,5,11,Loyal Customers,Ishita Yadav,Female,33,West,New
CUST01008,2024-11-27,12,454664.5,34,4,4,4,12,Loyal Customers,Riya Chatterjee,Female,57,Central,Returning
CUST01009,2023-04-19,7,229309.0,622,1,1,2,4,Hibernating,Aditya Verma,Male,33,Central,Returning
CUST01010,2024-03-01,14,1010292.5,305,1,5,5,11,Loyal Customers,Sai Chatterjee,Male,34,West,Returning
CUST01011,2024-08-08,7,283792.0,145,2,1,2,5,Hibernating,Ramesh Bose,Male,32,West,Returning
CUST01012,2024-12-21,11,411190.5,10,5,4,3,12,Loyal Customers,Lakshmi Mehta,Female,33,South,Returning
CUST01013,2024-09-12,11,747889.0,110,2,4,5,11,Loyal Customers,Priya Jain,Female,32,West,New
CUST01014,2024-07-08,10,900948.0,176,1,3,5,9,At Risk,Arjun Reddy,Male,51,South,Returning
CUST01015,2023-10-05,9,376444.0,453,1,2,3,6,Hibernating,Priya Pillai,Female,28,South,Returning
CUST01016,2024-05-21,8,86313.0,224,1,2,1,4,Hibernating,Anjali Kumar,Female,18,East,New
CUST01017,2024-11-15,8,1013120.0,46,3,2,5,10,Loyal Customers,Amit Das,Male,32,East,New
CUST01018,2024-10-25,8,1393555.0,67,3,2,5,10,Loyal Customers,Meera Singh,Female,43,West,New
CUST01019,2024-12-04,10,396599.0,27,4,3,3,10,Loyal Customers,Priya Joshi,Female,21,East,Returning
CUST01020,2024-03-18,9,201825.0,288,1,2,2,5,Hibernating,Kiran Singh,Male,60,West,New
CUST01021,2024-12-24,14,594504.0,7,5,5,4,14,Champions,Pooja Chatterjee,Female,22,South,Returning
CUST01022,2024-12-13,6,213733.0,18,4,1,2,7,At Risk,Ayaan Kumar,Male,52,South,Returning
CUST01023,2024-09-05,8,223422.0,117,2,2,2,6,Hibernating,Anika Verma,Female,30,South,Returning
CUST01024,2024-12-24,19,403309.5,7,5,5,3,13,Champions,Riya Yadav,Female,27,North,Returning
CUST01025,2024-11-05,10,185389.0,56,3,3,2,8,At Risk,Simran Mishra,Female,28,South,New
CUST01026,2024-11-27,9,379886.0,34,4,2,3,9,At Risk,Ayaan Gupta,Male,35,West,Returning
CUST01027,2024-11-14,13,279481.0,47,3,5,2,10,Loyal Customers,Priya Agarwal,Female,51,West,Returning
CUST01028,2024-06-02,8,410929.5,212,1,2,3,6,Hibernating,Priya Mehta,Female,56,East,New
CUST01029,2024-10-04,16,353250.0,88,2,5,3,10,Loyal Customers,Sai Bose,Male,58,North,Returning
CUST01030,2024-09-19,10,96460.5,103,2,3,1,6,Hibernating,Sonal Chatterjee,Female,59,East,Returning
CUST01031,2024-11-28,10,1327115.5,33,4,3,5,12,Loyal Customers,Nikhil Iyer,Male,40,South,New
CUST01032,2024-11-11,7,78928.5,50,3,1,1,5,Hibernating,Nisha Sharma,Female,24,South,Returning
CUST01033,2024-10-06,10,489522.5,86,2,3,4,9,At Risk,Aditya Yadav,Male,56,North,Returning
CUST01034,2024-12-30,12,604122.0,1,5,4,4,13,Champions,Rahul Chatterjee,Male,20,West,Returning
CUST01035,2024-12-26,6,146020.0,5,5,1,1,7,At Risk,Ayaan Mehta,Male,29,Central,Returning
CUST01036,2024-11-25,6,269064.0,36,4,1,2,7,At Risk,Divya Pillai,Female,24,West,New
CUST01037,2024-05-24,6,245980.0,221,1,1,2,4,Hibernating,Vivaan Verma,Male,43,North,New
CUST01038,2024-10-16,10,447799.0,76,2,3,4,9,At Risk,Riya Bose,Female,50,Central,Returning
CUST01039,2024-07-21,6,79188.0,163,1,1,1,3,Lost,Manish Bose,Male,54,North,Returning
CUST01040,2024-10-30,13,1079183.0,62,3,5,5,13,Champions,Ishaan Shah,Male,32,South,Returning
CUST01041,2024-10-29,7,387468.0,63,3,1,3,7,At Risk,Aarav Singh,Male,19,South,New
CUST01042,2023-11-18,11,74458.0,409,1,4,1,6,Hibernating,Kavya Kumar,Female,58,East,Returning
CUST01043,2024-10-06,11,211079.0,86,2,4,2,8,At Risk,Krishna Pillai,Male,24,West,New
CUST01044,2024-10-28,8,464634.0,64,3,2,4,9,At Risk,Anjali Pillai,Female,49,South,New
CUST01045,2024-10-05,10,612808.0,87,2,3,4,9,At Risk,Ananya Yadav,Female,21,East,Returning
CUST01046,2024-10-01,8,104918.0,91,2,2,1,5,Hibernating,Ananya Agarwal,Female,37,West,New
CUST01047,2024-12-22,10,458771.0,9,5,3,4,12,Loyal Customers,Prateek Mehta,Male,53,East,New
CUST01048,2024-07-10,10,432957.0,174,1,3,4,8,At Risk,Amit Shah,Male,49,South,New
CUST01049,2024-12-08,16,999291.5,23,4,5,5,14,Champions,Riya Patel,Female,45,West,New
CUST01050,2024-12-08,12,371753.5,23,4,4,3,11,Loyal Customers,Suresh Das,Male,30,East,Returning
CUST01051,2024-12-15,11,159639.0,16,5,4,1,10,Loyal Customers,Lakshmi Shah,Female,18,East,Returning
CUST01052,2024-12-19,13,448405.5,12,5,5,4,14,Champions,Krishna Jain,Male,52,West,New
CUST01053,2024-12-18,11,690864.0,13,5,4,5,14,Champions,Simran Singh,Female,47,East,Returning
CUST01054,2024-11-10,8,281557.5,51,3,2,2,7,At Risk,Navya Singh,Female,53,North,Returning
CUST01055,2024-12-17,7,322580.0,14,5,1,3,9,At Risk,Anjali Pillai,Female,42,West,Returning
CUST01056,2024-12-09,10,272404.0,22,4,3,2,9,At Risk,Rohit Shah,Male,33,East,New
CUST01057,2024-10-14,14,217511.0,78,2,5,2,9,At Risk,Sneha Kumar,Female,36,West,Returning
CUST01058,2024-11-01,10,500299.0,60,3,3,4,10,Loyal Customers,Reyansh Jain,Male,18,North,Returning
CUST01059,2024-11-12,15,504229.0,49,3,5,4,12,Loyal Customers,Rahul Yadav,Male,22,North,New
CUST01060,2024-11-09,12,604786.0,52,3,4,4,11,Loyal Customers,Sonal Verma,Female,39,East,Returning
CUST01061,2023-11-12,9,114062.0,415,1,2,1,4,Hibernating,Ananya Verma,Female,41,West,Returning
CUST01062,2024-11-25,13,724814.0,36,4,5,5,14,Champions,Navya Reddy,Female,60,Central,Returning
CUST01063,2024-11-24,10,172826.0,37,4,3,2,9,At Risk,Nisha Das,Female,62,East,New
CUST01064,2024-11-04,13,472036.5,57,3,5,4,12,Loyal Customers,Kiran Kumar,Male,54,East,New
CUST01065,2024-10-28,12,647202.0,64,3,4,5,12,Loyal Customers,Manish Das,Male,53,South,New
CUST01066,2024-10-31,7,465084.0,61,3,1,4,8,At Risk,Navya Reddy,Female,53,North,Returning
CUST01067,2024-09-10,9,601261.0,112,2,2,4,8,At Risk,Manish Reddy,Male,21,North,New
CUST01068,2024-12-02,17,626893.5,29,4,5,5,14,Champions,Sai Yadav,Male,53,North,Returning
CUST01069,2024-12-22,15,133658.0,9,5,5,1,11,Loyal Customers,Manish Iyer,Male,35,West,Returning
CUST01070,2024-11-09,13,963550.0,52,3,5,5,13,Champions,Deepak Reddy,Male,33,South,New
CUST01071,2024-01-24,9,296056.0,342,1,2,3,6,Hibernating,Rahul Das,Male,58,South,New
CUST01072,2024-12-10,13,738031.0,21,4,5,5,14,Champions,Prateek Bose,Male,35,East,Returning
CUST01073,2024-12-23,12,595041.0,8,5,4,4,13,Champions,Deepak Iyer,Male,39,South,Returning
CUST01074,2024-11-30,6,306512.0,31,4,1,3,8,At Risk,Nikhil Sharma,Male,19,North,New
CUST01075,2024-09-17,11,225390.0,105,2,4,2,8,At Risk,Sneha Reddy,Female,38,East,Returning
CUST01076,2024-12-24,13,597492.5,7,5,5,4,14,Champions,Vihaan Mishra,Male,53,North,Returning
CUST01077,2024-10-03,10,241181.0,89,2,3,2,7,At Risk,Deepak Iyer,Male,61,South,Returning
CUST01078,2023-11-16,6,88200.0,411,1,1,1,3,Lost,Aadhya Jain,Female,56,West,Returning
CUST01079,2024-10-21,10,388008.0,71,2,3,3,8,At Risk,Nikhil Nair,Male,64,West,New
CUST01080,2024-11-09,5,103584.0,52,3,1,1,5,Hibernating,Divya Agarwal,Female,56,Central,Returning
CUST01081,2024-11-17,12,132226.0,44,3,4,1,8,At Risk,Ishita Verma,Female,46,North,Returning
CUST01082,2024-12-15,12,340314.0,16,5,4,3,12,Loyal Customers,Deepak Bose,Male,43,North,New
CUST01083,2024-12-19,12,1216426.5,12,5,4,5,14,Champions,Sai Das,Male,38,East,Returning
CUST01084,2024-10-29,10,205801.5,63,3,3,2,8,At Risk,Simran Yadav,Female,34,South,New
CUST01085,2024-12-18,9,515434.5,13,5,2,4,11,Loyal Customers,Navya Joshi,Female,33,West,Returning
CUST01086,2024-11-18,8,369697.5,43,3,2,3,8,At Risk,Vivaan Agarwal,Male,48,East,Returning
CUST01087,2023-05-19,5,262335.0,592,1,1,2,4,Hibernating,Anika Mehta,Female,26,North,Returning
CUST01088,2024-12-24,11,85396.5,7,5,4,1,10,Loyal Customers,Aarav Chatterjee,Male,48,Central,New
CUST01089,2024-10-15,11,655179.0,77,2,4,5,11,Loyal Customers,Priya Mishra,Female,31,South,Returning
CUST01090,2024-06-06,6,36750.0,208,1,1,1,3,Lost,Arjun Mishra,Male,54,West,New
CUST01091,2024-02-17,5,216206.0,318,1,1,2,4,Hibernating,Mahi Mishra,Female,19,North,Returning
CUST01092,2024-10-31,9,286469.0,61,3,2,2,7,At Risk,Sonal Jain,Female,63,South,Returning
CUST01093,2024-10-21,7,561398.0,71,2,1,4,7,At Risk,Nisha Verma,Female,31,East,Returning
CUST01094,2024-10-25,14,675382.0,67,3,5,5,13,Champions,Arjun Das,Male,50,North,New
CUST01095,2024-12-14,9,583504.0,17,5,2,4,11,Loyal Customers,Reyansh Shah,Male,52,North,Returning
CUST01096,2024-11-16,8,188900.0,45,3,2,2,7,At Risk,Rohit Bose,Male,56,East,New
CUST01097,2024-05-05,12,151599.0,240,1,4,1,6,Hibernating,Rahul Yadav,Male,64,Central,Returning
CUST01098,2024-10-23,7,610747.0,69,3,1,4,8,At Risk,Rohit Gupta,Male,37,South,Returning
CUST01099,2024-12-31,18,397541.0,0,5,5,3,13,Champions,Lakshmi Shah,Female,19,North,Returning
CUST01100,2024-12-13,7,27960.0,18,4,1,1,6,Hibernating,Rohit Shah,Male,58,Central,Returning
CUST01101,2024-12-08,9,206194.5,23,4,2,2,8,At Risk,Amit Nair,Male,36,South,Returning
CUST01102,2024-12-17,5,26757.0,14,5,1,1,7,At Risk,Simran Bose,Female,54,West,New
CUST01103,2024-01-03,5,287342.0,363,1,1,2,4,Hibernating,Mahi Joshi,Female,35,North,Returning
CUST01104,2024-10-11,14,388596.0,81,2,5,3,10,Loyal Customers,Pooja Shah,Female,33,West,New
CUST01105,2024-11-16,8,332591.5,45,3,2,3,8,At Risk,Riya Joshi,Female,21,West,Returning
CUST01106,2024-09-30,7,222303.0,92,2,1,2,5,Hibernating,Ishaan Iyer,Male,29,Central,Returning
CUST01107,2024-12-24,16,706972.0,7,5,5,5,15,Champions,Reyansh Bose,Male,46,East,Returning
CUST01108,2024-12-13,14,697426.0,18,4,5,5,14,Champions,Priya Bose,Female,24,West,New
CUST01109,2024-12-01,15,722983.5,30,4,5,5,14,Champions,Sneha Shah,Female,31,West,Returning
CUST01110,2024-10-02,9,209502.0,90,2,2,2,6,Hibernating,Krishna Iyer,Male,29,South,New
CUST01111,2024-11-17,8,212515.0,44,3,2,2,7,At Risk,Anika Agarwal,Female,52,Central,New
CUST01112,2024-07-28,8,72752.0,156,1,2,1,4,Hibernating,Prateek Yadav,Male,22,South,New
CUST01113,2024-11-14,11,185905.5,47,3,4,2,9,At Risk,Suresh Pillai,Male,34,East,Returning
CUST01114,2024-10-02,9,187392.0,90,2,2,2,6,Hibernating,Arjun Iyer,Male,59,West,New
CUST01115,2024-10-13,8,708379.0,79,2,2,5,9,At Risk,Ananya Iyer,Female,49,Central,New
CUST01116,2024-12-09,7,67858.0,22,4,1,1,6,Hibernating,Pari Pillai,Female,27,West,New
CUST01117,2024-12-14,13,715023.0,17,5,5,5,15,Champions,Kiran Nair,Male,60,Central,New
CUST01118,2024-11-27,13,273816.0,34,4,5,2,11,Loyal Customers,Nisha Mehta,Female,34,West,Returning
CUST01119,2024-10-24,4,93331.5,68,3,1,1,5,Hibernating,Reyansh Shah,Male,22,West,Returning
CUST01120,2024-12-16,9,140204.0,15,5,2,1,8,At Risk,Krishna Shah,Male,62,North,New
CUST01121,2024-12-31,8,258405.0,0,5,2,2,9,At Risk,Pooja Kumar,Female,59,North,Returning
CUST01122,2024-12-26,13,235842.0,5,5,5,2,12,Loyal Customers,Anika Jain,Female,26,Central,Returning
CUST01123,2024-09-10,9,485531.0,112,2,2,4,8,At Risk,Divya Joshi,Female,50,North,Returning
CUST01124,2024-10-15,14,220507.5,77,2,5,2,9,At Risk,Ishita Verma,Female,53,North,Returning
CUST01125,2024-12-27,15,340474.5,4,5,5,3,13,Champions,Sonal Joshi,Female,53,North,New
CUST01126,2024-11-30,9,254695.0,31,4,2,2,8,At Risk,Ishita Verma,Female,35,South,Returning
CUST01127,2024-01-30,5,92308.0,336,1,1,1,3,Lost,Vihaan Mishra,Male,26,West,New
CUST01128,2024-11-03,11,440924.0,58,3,4,4,11,Loyal Customers,Rohit Bose,Male,46,North,New
CUST01129,2024-11-26,14,454682.5,35,4,5,4,13,Champions,Vihaan Kumar,Male,31,East,Returning
CUST01130,2024-10-19,10,153300.0,73,2,3,1,6,Hibernating,Aarav Shah,Male,42,North,Returning
CUST01131,2024-10-31,9,343421.0,61,3,2,3,8,At Risk,Diya Mishra,Female,32,Central,New
CUST01132,2024-08-26,11,605421.0,127,2,4,4,10,Loyal Customers,Nikhil Bose,Male,23,East,Returning
CUST01133,2024-11-18,14,290931.5,43,3,5,3,11,Loyal Customers,Reyansh Iyer,Male,59,South,Returning
CUST01134,2024-12-27,13,398845.0,4,5,5,3,13,Champions,Rohit Iyer,Male,46,North,Returning
CUST01135,2024-10-18,6,179014.0,74,2,1,2,5,Hibernating,Ananya Patel,Female,32,North,Returning
CUST01136,2024-12-08,9,234078.0,23,4,2,2,8,At Risk,Deepak Joshi,Male,46,North,Returning
CUST01137,2024-03-09,11,328796.5,297,1,4,3,8,At Risk,Meera Verma,Female,21,Central,Returning
CUST01138,2024-11-07,8,124542.0,54,3,2,1,6,Hibernating,Sai Mishra,Male,35,South,New
CUST01139,2024-12-17,12,580170.0,14,5,4,4,13,Champions,Sai Verma,Male,61,West,New
CUST01140,2024-12-26,12,526472.0,5,5,4,4,13,Champions,Anjali Bose,Female,56,East,New
CUST01141,2024-11-23,8,290051.0,38,4,2,3,9,At Risk,Diya Iyer,Female,33,South,Returning
CUST01142,2024-10-20,9,703352.0,72,2,2,5,9,At Risk,Vivaan Sharma,Male,28,North,Returning
CUST01143,2024-02-27,9,356293.0,308,1,2,3,6,Hibernating,Riya Agarwal,Female,31,East,Returning
CUST01144,2024-10-08,13,986631.0,84,2,5,5,12,Loyal Customers,Simran Singh,Female,20,North,Returning
CUST01145,2024-12-02,16,556308.0,29,4,5,4,13,Champions,Rohit Iyer,Male,59,East,New
CUST01146,2024-11-26,10,405883.0,35,4,3,3,10,Loyal Customers,Lakshmi Shah,Female,55,North,New
CUST01147,2024-11-17,9,262856.0,44,3,2,2,7,At Risk,Sonal Bose,Female,62,East,New
CUST01148,2024-12-30,17,876841.5,1,5,5,5,15,Champions,Navya Das,Female,59,Central,Returning
CUST01149,2024-02-20,10,393952.0,315,1,3,3,7,At Risk,Lakshmi Nair,Female,35,South,Returning
CUST01150,2024-12-05,12,630034.0,26,4,4,5,13,Champions,Mahi Singh,Female,37,West,Returning
CUST01151,2024-11-21,5,33925.0,40,3,1,1,5,Hibernating,Priya Gupta,Female,42,South,Returning
CUST01152,2024-12-25,3,180045.0,6,5,1,2,8,At Risk,Lakshmi Nair,Female,55,West,Returning
CUST01153,2024-08-26,11,778773.0,127,2,4,5,11,Loyal Customers,Diya Sharma,Female,30,South,Returning
CUST01154,2024-10-18,11,917282.0,74,2,4,5,11,Loyal Customers,Priya Iyer,Female,21,East,Returning
CUST01155,2024-02-05,7,196951.0,330,1,1,2,4,Hibernating,Divya Mehta,Female,31,North,Returning
CUST01156,2023-12-11,7,137912.5,386,1,1,1,3,Lost,Diya Jain,Female,50,East,Returning
CUST01157,2024-12-06,10,823190.5,25,4,3,5,12,Loyal Customers,Suresh Mishra,Male,45,North,Returning
CUST01158,2024-12-19,9,404613.0,12,5,2,3,10,Loyal Customers,Sonal Reddy,Female,54,South,Returning
CUST01159,2024-10-21,7,142635.0,71,2,1,1,4,Hibernating,Pari Yadav,Female,25,North,Returning
CUST01160,2024-05-03,2,34980.0,242,1,1,1,3,Lost,Vihaan Gupta,Male,61,North,New
CUST01161,2024-12-29,12,272148.0,2,5,4,2,11,Loyal Customers,Navya Bose,Female,51,South,New
CUST01162,2024-12-15,12,369192.0,16,5,4,3,12,Loyal Customers,Rohit Joshi,Male,61,South,Returning
CUST01163,2024-07-22,3,92141.0,162,1,1,1,3,Lost,Aarav Nair,Male,22,South,Returning
CUST01164,2024-08-15,10,373495.0,138,2,3,3,8,At Risk,Anjali Joshi,Female,22,East,New
CUST01165,2024-11-21,10,559936.0,40,3,3,4,10,Loyal Customers,Kiran Nair,Male,48,Central,New
CUST01166,2023-02-03,4,3448.0,697,1,1,1,3,Lost,Priya Iyer,Female,62,Central,New
CUST01167,2024-10-28,10,591081.0,64,3,3,4,10,Loyal Customers,Divya Agarwal,Female,26,West,Returning
CUST01168,2024-07-26,4,41059.0,158,1,1,1,3,Lost,Aarav Nair,Male,59,West,New
CUST01169,2024-10-18,6,582414.0,74,2,1,4,7,At Risk,Amit Joshi,Male,49,East,New
CUST01170,2024-12-12,11,469209.0,19,4,4,4,12,Loyal Customers,Vivaan Singh,Male,50,East,New
CUST01171,2024-10-10,13,595463.0,82,2,5,4,11,Loyal Customers,Lakshmi Iyer,Female,20,North,New
CUST01172,2024-10-21,12,1069646.0,71,2,4,5,11,Loyal Customers,Diya Yadav,Female,47,North,Returning
CUST01173,2024-10-23,15,508037.0,69,3,5,4,12,Loyal Customers,Sonal Iyer,Female,29,West,New
CUST01174,2024-12-11,11,648451.0,20,4,4,5,13,Champions,Vihaan Iyer,Male,46,East,Returning
CUST01175,2024-10-05,8,371235.0,87,2,2,3,7,At Risk,Sneha Jain,Female,20,West,Returning
CUST01176,2024-12-04,5,515145.0,27,4,1,4,9,At Risk,Ayaan Joshi,Male,43,South,Returning
CUST01177,2024-05-20,10,489452.0,225,1,3,4,8,At Risk,Navya Bose,Female,47,East,New
CUST01178,2024-11-24,16,437304.5,37,4,5,4,13,Champions,Arjun Chatterjee,Male,26,North,New
CUST01179,2024-12-04,6,289882.0,27,4,1,3,8,At Risk,Simran Pillai,Female,43,South,New
CUST01180,2024-12-03,12,617723.5,28,4,4,4,12,Loyal Customers,Ramesh Shah,Male,19,Central,New
CUST01181,2024-12-10,9,178168.0,21,4,2,2,8,At Risk,Nisha Shah,Female,20,West,Returning
CUST01182,2024-12-29,8,169982.0,2,5,2,2,9,At Risk,Reyansh Joshi,Male,63,East,New
CUST01183,2024-12-15,9,354628.0,16,5,2,3,10,Loyal Customers,Simran Patel,Female,21,East,New
CUST01184,2024-07-20,9,311374.0,164,1,2,3,6,Hibernating,Sonal Chatterjee,Female,42,East,Returning
CUST01185,2024-12-26,9,821354.0,5,5,2,5,12,Loyal Customers,Rahul Pillai,Male,30,South,Returning
CUST01186,2024-03-06,12,569184.5,300,1,4,4,9,At Risk,Pari Agarwal,Female,56,South,New
CUST01187,2024-11-18,14,983914.5,43,3,5,5,13,Champions,Anika Verma,Female,61,Central,New
CUST01188,2024-12-10,10,381499.0,21,4,3,3,10,Loyal Customers,Prateek Das,Male,52,South,New
CUST01189,2024-10-12,8,113721.0,80,2,2,1,5,Hibernating,Reyansh Agarwal,Male,40,North,Returning
CUST01190,2024-11-09,12,363167.5,52,3,4,3,10,Loyal Customers,Meera Kumar,Female,26,South,Returning
CUST01191,2024-11-25,17,750793.0,36,4,5,5,14,Champions,Sai Reddy,Male,19,East,Returning
CUST01192,2024-11-05,7,243477.5,56,3,1,2,6,Hibernating,Sonal Chatterjee,Female,58,West,Returning
CUST01193,2024-11-22,14,1100360.5,39,3,5,5,13,Champions,Vihaan Mehta,Male,61,Central,Returning
CUST01194,2024-11-10,9,351620.0,51,3,2,3,8,At Risk,Divya Bose,Female,48,North,New
CUST01195,2024-11-28,11,642813.0,33,4,4,5,13,Champions,Aditya Das,Male,61,North,Returning
CUST01196,2024-12-13,6,151879.0,18,4,1,1,6,Hibernating,Lakshmi Verma,Female,64,South,Returning
CUST01197,2023-10-22,7,127015.0,436,1,1,1,3,Lost,Lakshmi Kumar,Female,19,South,Returning
CUST01198,2024-12-01,10,347946.0,30,4,3,3,10,Loyal Customers,Sonal Mishra,Female,49,North,Returning
CUST01199,2024-10-22,11,507571.5,70,3,4,4,11,Loyal Customers,Lakshmi Agarwal,Female,35,North,Returning
CUST01200,2024-10-30,6,88845.0,62,3,1,1,5,Hibernating,Vivaan Shah,Male,30,North,Returning
CUST01201,2023-12-30,6,224542.0,367,1,1,2,4,Hibernating,Lakshmi Iyer,Female,63,North,New
CUST01202,2024-10-02,8,114986.5,90,2,2,1,5,Hibernating,Aarav Yadav,Male,22,East,Returning
CUST01203,2024-12-16,10,181680.0,15,5,3,2,10,Loyal Customers,Krishna Sharma,Male,59,South,New
CUST01204,2024-09-12,14,598294.0,110,2,5,4,11,Loyal Customers,Reyansh Agarwal,Male,61,South,Returning
CUST01205,2024-11-08,10,153796.5,53,3,3,1,7,At Risk,Aditya Verma,Male,27,North,New
CUST01206,2024-03-06,8,214765.0,300,1,2,2,5,Hibernating,Kavya Pillai,Female,60,South,Returning
CUST01207,2024-12-27,8,550616.0,4,5,2,4,11,Loyal Customers,Pari Shah,Female,42,West,Returning
CUST01208,2024-07-08,7,136127.0,176,1,1,1,3,Lost,Vivaan Patel,Male,51,North,New
CUST01209,2024-12-09,14,170269.0,22,4,5,2,11,Loyal Customers,Nikhil Verma,Male,54,North,Returning
CUST01210,2024-11-06,15,370405.5,55,3,5,3,11,Loyal Customers,Riya Mishra,Female,47,South,Returning
CUST01211,2024-07-17,9,1128700.0,167,1,2,5,8,At Risk,Sai Kumar,Male,24,South,Returning
CUST01212,2024-12-18,4,47210.0,13,5,1,1,7,At Risk,Ramesh Pillai,Male,23,South,New
CUST01213,2024-11-08,8,442811.0,53,3,2,4,9,At Risk,Suresh Chatterjee,Male,20,South,Returning
CUST01214,2024-10-06,8,74578.0,86,2,2,1,5,Hibernating,Anjali Yadav,Female,30,East,New
CUST01215,2024-12-30,11,626396.0,1,5,4,5,14,Champions,Pari Shah,Female,20,North,New
CUST01216,2024-11-22,8,209925.0,39,3,2,2,7,At Risk,Arjun Pillai,Male,43,Central,New
CUST01217,2024-10-08,11,305595.5,84,2,4,3,9,At Risk,Vihaan Gupta,Male,41,East,Returning
CUST01218,2024-01-13,4,210744.0,353,1,1,2,4,Hibernating,Meera Yadav,Female,23,North,Returning
CUST01219,2024-09-27,11,258412.0,95,2,4,2,8,At Risk,Sonal Kumar,Female,60,North,New
CUST01220,2024-12-31,5,513715.0,0,5,1,4,10,Loyal Customers,Ayaan Sharma,Male,59,South,New
CUST01221,2024-11-27,10,240626.0,34,4,3,2,9,At Risk,Aadhya Iyer,Female,29,North,Returning
CUST01222,2024-12-05,8,189537.0,26,4,2,2,8,At Risk,Kiran Shah,Male,53,East,Returning
CUST01223,2024-10-29,13,333697.0,63,3,5,3,11,Loyal Customers,Ramesh Shah,Male,19,East,Returning
CUST01224,2024-11-15,9,230172.0,46,3,2,2,7,At Risk,Anjali Joshi,Female,28,West,New
CUST01225,2024-12-21,12,574431.5,10,5,4,4,13,Champions,Ayaan Chatterjee,Male,56,East,Returning
CUST01226,2024-11-17,11,463009.0,44,3,4,4,11,Loyal Customers,Sneha Kumar,Female,51,South,New
CUST01227,2024-05-13,8,58672.5,232,1,2,1,4,Hibernating,Krishna Mehta,Male,43,East,Returning
CUST01228,2024-12-23,10,807371.0,8,5,3,5,13,Champions,Vihaan Verma,Male,35,North,Returning
